,,,,All Type of Report (All Grades) for 01-Jan-2023 to 31-Dec-2025,,,
Rajasthan,Vegetables,Tomato,September-2023,12277.37,Metric Tonnes,1395.95,Rs./Quintal
Rajasthan,Vegetables,Onion,October-2023,23020.54,Metric Tonnes,2037.50,Rs./Quintal
Rajasthan,Vegetables,Potato,October-2023,29117.77,Metric Tonnes,1004.22,Rs./Quintal
Rajasthan,Vegetables,Tomato,October-2023,14294.91,Metric Tonnes,1096.47,Rs./Quintal
Rajasthan,Vegetables,Onion,November-2023,44519.97,Metric Tonnes,3038.72,Rs./Quintal
Rajasthan,Vegetables,Potato,November-2023,22868.92,Metric Tonnes,1038.61,Rs./Quintal
Rajasthan,Vegetables,Tomato,November-2023,10112.32,Metric Tonnes,2128.06,Rs./Quintal
Rajasthan,Vegetables,Onion,December-2023,57694.63,Metric Tonnes,2125.20,Rs./Quintal
Rajasthan,Vegetables,Potato,December-2023,25750.40,Metric Tonnes,931.78,Rs./Quintal
Rajasthan,Vegetables,Tomato,December-2023,11144.00,Metric Tonnes,1564.08,Rs./Quintal
Rajasthan,Vegetables,Onion,January-2024,19124.29,Metric Tonnes,1372.67,Rs./Quintal
Rajasthan,Vegetables,Potato,January-2024,29011.13,Metric Tonnes,725.03,Rs./Quintal
Rajasthan,Vegetables,Tomato,January-2024,9641.93,Metric Tonnes,1381.45,Rs./Quintal
Rajasthan,Vegetables,Onion,February-2024,22392.26,Metric Tonnes,1133.84,Rs./Quintal
Rajasthan,Vegetables,Potato,February-2024,33188.32,Metric Tonnes,710.06,Rs./Quintal
Rajasthan,Vegetables,Tomato,February-2024,9644.57,Metric Tonnes,1604.61,Rs./Quintal
Rajasthan,Vegetables,Onion,March-2024,30078.49,Metric Tonnes,1230.79,Rs./Quintal
Rajasthan,Vegetables,Potato,March-2024,24599.17,Metric Tonnes,1052.71,Rs./Quintal
Rajasthan,Vegetables,Tomato,March-2024,13484.22,Metric Tonnes,1658.87,Rs./Quintal
Rajasthan,Vegetables,Onion,April-2024,34192.54,Metric Tonnes,1128.70,Rs./Quintal
Rajasthan,Vegetables,Potato,April-2024,18461.69,Metric Tonnes,1387.47,Rs./Quintal
Rajasthan,Vegetables,Tomato,April-2024,9068.46,Metric Tonnes,1482.57,Rs./Quintal
Rajasthan,Vegetables,Onion,May-2024,30720.38,Metric Tonnes,1193.27,Rs./Quintal
Rajasthan,Vegetables,Potato,May-2024,20628.79,Metric Tonnes,1550.78,Rs./Quintal
Rajasthan,Vegetables,Tomato,May-2024,12279.66,Metric Tonnes,1152.75,Rs./Quintal
Rajasthan,Vegetables,Onion,June-2024,19652.69,Metric Tonnes,1764.60,Rs./Quintal
Rajasthan,Vegetables,Potato,June-2024,19967.86,Metric Tonnes,1806.98,Rs./Quintal
Rajasthan,Vegetables,Tomato,June-2024,11348.42,Metric Tonnes,1578.55,Rs./Quintal
Rajasthan,Vegetables,Onion,July-2024,19481.02,Metric Tonnes,2448.09,Rs./Quintal
Rajasthan,Vegetables,Potato,July-2024,24880.54,Metric Tonnes,2077.68,Rs./Quintal
Rajasthan,Vegetables,Tomato,July-2024,10252.64,Metric Tonnes,4434.45,Rs./Quintal
Rajasthan,Vegetables,Onion,August-2024,18805.42,Metric Tonnes,2914.63,Rs./Quintal
Rajasthan,Vegetables,Potato,August-2024,25727.59,Metric Tonnes,2121.20,Rs./Quintal
Rajasthan,Vegetables,Tomato,August-2024,17703.39,Metric Tonnes,2965.51,Rs./Quintal
Rajasthan,Vegetables,Onion,September-2024,14226.60,Metric Tonnes,3342.22,Rs./Quintal
Rajasthan,Vegetables,Potato,September-2024,22421.31,Metric Tonnes,2109.43,Rs./Quintal
Rajasthan,Vegetables,Tomato,September-2024,10234.16,Metric Tonnes,2988.85,Rs./Quintal
Rajasthan,Vegetables,Onion,October-2024,17331.25,Metric Tonnes,3401.12,Rs./Quintal
Rajasthan,Vegetables,Potato,October-2024,32013.06,Metric Tonnes,1985.61,Rs./Quintal
Rajasthan,Vegetables,Tomato,October-2024,9732.51,Metric Tonnes,4416.15,Rs./Quintal
Rajasthan,Vegetables,Onion,November-2024,63361.75,Metric Tonnes,3045.56,Rs./Quintal
Rajasthan,Vegetables,Potato,November-2024,33755.14,Metric Tonnes,2052.84,Rs./Quintal
Rajasthan,Vegetables,Tomato,November-2024,12871.10,Metric Tonnes,2902.09,Rs./Quintal
Rajasthan,Vegetables,Onion,December-2024,53326.45,Metric Tonnes,2363.21,Rs./Quintal
Rajasthan,Vegetables,Potato,December-2024,37617.58,Metric Tonnes,1801.64,Rs./Quintal
Rajasthan,Vegetables,Tomato,December-2024,13151.97,Metric Tonnes,2355.93,Rs./Quintal
Rajasthan,Vegetables,Onion,January-2025,30379.32,Metric Tonnes,1709.63,Rs./Quintal
Rajasthan,Vegetables,Potato,January-2025,32206.16,Metric Tonnes,1250.01,Rs./Quintal
Rajasthan,Vegetables,Tomato,January-2025,14259.22,Metric Tonnes,1130.73,Rs./Quintal
Rajasthan,Vegetables,Onion,February-2025,21285.65,Metric Tonnes,1966.52,Rs./Quintal
Rajasthan,Vegetables,Potato,February-2025,30094.56,Metric Tonnes,957.92,Rs./Quintal
Rajasthan,Vegetables,Tomato,February-2025,13082.71,Metric Tonnes,942.79,Rs./Quintal
Rajasthan,Vegetables,Onion,March-2025,43986.83,Metric Tonnes,1421.91,Rs./Quintal
Rajasthan,Vegetables,Potato,March-2025,26288.73,Metric Tonnes,959.45,Rs./Quintal
Rajasthan,Vegetables,Tomato,March-2025,13523.46,Metric Tonnes,862.55,Rs./Quintal
Rajasthan,Vegetables,Onion,April-2025,58068.42,Metric Tonnes,905.96,Rs./Quintal
Rajasthan,Vegetables,Potato,April-2025,26401.07,Metric Tonnes,960.72,Rs./Quintal
Rajasthan,Vegetables,Tomato,April-2025,16852.41,Metric Tonnes,1045.15,Rs./Quintal
Rajasthan,Vegetables,Onion,May-2025,50793.07,Metric Tonnes,821.96,Rs./Quintal
Rajasthan,Vegetables,Potato,May-2025,28883.52,Metric Tonnes,1040.15,Rs./Quintal
Rajasthan,Vegetables,Tomato,May-2025,17710.42,Metric Tonnes,1102.03,Rs./Quintal
Rajasthan,Vegetables,Onion,June-2025,30372.22,Metric Tonnes,1029.08,Rs./Quintal
Rajasthan,Vegetables,Potato,June-2025,30123.73,Metric Tonnes,1117.94,Rs./Quintal
Rajasthan,Vegetables,Tomato,June-2025,15816.54,Metric Tonnes,1819.77,Rs./Quintal
Rajasthan,Vegetables,Onion,July-2025,26080.67,Metric Tonnes,1184.64,Rs./Quintal
Rajasthan,Vegetables,Potato,July-2025,31096.34,Metric Tonnes,1088.42,Rs./Quintal
Rajasthan,Vegetables,Tomato,July-2025,15890.59,Metric Tonnes,2972.54,Rs./Quintal
Rajasthan,Vegetables,Onion,August-2025,29737.92,Metric Tonnes,1229.52,Rs./Quintal
Rajasthan,Vegetables,Potato,August-2025,34524.44,Metric Tonnes,1024.25,Rs./Quintal
Rajasthan,Vegetables,Tomato,August-2025,17832.19,Metric Tonnes,3524.27,Rs./Quintal
Rajasthan,Vegetables,Onion,September-2025,27457.25,Metric Tonnes,1186.06,Rs./Quintal
Rajasthan,Vegetables,Potato,September-2025,32435.41,Metric Tonnes,1060.87,Rs./Quintal
Rajasthan,Vegetables,Tomato,September-2025,17486.28,Metric Tonnes,2194.82,Rs./Quintal
Rajasthan,Vegetables,Onion,October-2025,26290.87,Metric Tonnes,1138.96,Rs./Quintal
Rajasthan,Vegetables,Potato,October-2025,28703.23,Metric Tonnes,1126.69,Rs./Quintal
Rajasthan,Vegetables,Tomato,October-2025,14564.97,Metric Tonnes,1861.47,Rs./Quintal
Rajasthan,Vegetables,Onion,November-2025,49211.66,Metric Tonnes,936.44,Rs./Quintal
Rajasthan,Vegetables,Potato,November-2025,16163.26,Metric Tonnes,1360.12,Rs./Quintal
Rajasthan,Vegetables,Tomato,November-2025,9549.28,Metric Tonnes,2735.32,Rs./Quintal
Rajasthan,Vegetables,Onion,December-2025,42778.96,Metric Tonnes,1279.29,Rs./Quintal
Rajasthan,Vegetables,Potato,December-2025,26073.76,Metric Tonnes,858.65,Rs./Quintal
Rajasthan,Vegetables,Tomato,December-2025,10488.12,Metric Tonnes,2831.22,Rs./Quintal
Tamil Nadu,Vegetables,Onion,August-2023,2.81,Metric Tonnes,3587.46,Rs./Quintal
Tamil Nadu,Vegetables,Onion,September-2023,3.60,Metric Tonnes,3659.03,Rs./Quintal
Tamil Nadu,Vegetables,Onion,October-2023,5.49,Metric Tonnes,4132.83,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,October-2023,4.20,Metric Tonnes,2150.00,Rs./Quintal
Tamil Nadu,Vegetables,Onion,November-2023,1.17,Metric Tonnes,5775.00,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,November-2023,3.40,Metric Tonnes,1329.00,Rs./Quintal
Tamil Nadu,Vegetables,Onion,December-2023,1.73,Metric Tonnes,3150.00,Rs./Quintal
Tamil Nadu,Vegetables,Onion,January-2024,0.58,Metric Tonnes,2331.03,Rs./Quintal
Tamil Nadu,Vegetables,Onion,February-2024,5.38,Metric Tonnes,1924.91,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,February-2024,35.20,Metric Tonnes,1950.00,Rs./Quintal
Tamil Nadu,Vegetables,Onion,March-2024,3.81,Metric Tonnes,2250.26,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,March-2024,15.70,Metric Tonnes,1000.00,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,May-2024,5.00,Metric Tonnes,1940.00,Rs./Quintal
Tamil Nadu,Vegetables,Onion,June-2024,611.64,Metric Tonnes,44.61,Rs./Quintal
Tamil Nadu,Vegetables,Potato,June-2024,388.64,Metric Tonnes,48.24,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,June-2024,1384.09,Metric Tonnes,58.16,Rs./Quintal
Tamil Nadu,Vegetables,Onion,July-2024,2190.58,Metric Tonnes,3850.53,Rs./Quintal
Tamil Nadu,Vegetables,Potato,July-2024,1373.61,Metric Tonnes,4836.78,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,July-2024,5197.49,Metric Tonnes,4016.19,Rs./Quintal
Tamil Nadu,Vegetables,Onion,August-2024,2781.07,Metric Tonnes,4903.73,Rs./Quintal
Tamil Nadu,Vegetables,Potato,August-2024,1797.61,Metric Tonnes,5603.17,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,August-2024,7129.50,Metric Tonnes,2315.04,Rs./Quintal
Tamil Nadu,Vegetables,Onion,September-2024,2627.76,Metric Tonnes,5946.97,Rs./Quintal
Tamil Nadu,Vegetables,Potato,September-2024,1759.45,Metric Tonnes,5350.61,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,September-2024,6862.45,Metric Tonnes,2885.92,Rs./Quintal
Tamil Nadu,Vegetables,Onion,October-2024,2723.11,Metric Tonnes,6021.71,Rs./Quintal
Tamil Nadu,Vegetables,Potato,October-2024,1826.79,Metric Tonnes,5414.08,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,October-2024,6728.79,Metric Tonnes,4806.70,Rs./Quintal
Tamil Nadu,Vegetables,Onion,November-2024,2446.68,Metric Tonnes,6717.74,Rs./Quintal
Tamil Nadu,Vegetables,Potato,November-2024,1658.69,Metric Tonnes,5578.45,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,November-2024,6239.33,Metric Tonnes,3298.44,Rs./Quintal
Tamil Nadu,Vegetables,Onion,December-2024,2609.68,Metric Tonnes,6082.42,Rs./Quintal
Tamil Nadu,Vegetables,Potato,December-2024,1783.50,Metric Tonnes,5237.98,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,December-2024,6562.00,Metric Tonnes,3171.00,Rs./Quintal
Tamil Nadu,Vegetables,Onion,January-2025,2705.66,Metric Tonnes,4778.46,Rs./Quintal
Tamil Nadu,Vegetables,Potato,January-2025,1809.78,Metric Tonnes,4795.60,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,January-2025,6932.02,Metric Tonnes,2029.50,Rs./Quintal
Tamil Nadu,Vegetables,Onion,February-2025,2515.81,Metric Tonnes,4536.51,Rs./Quintal
Tamil Nadu,Vegetables,Potato,February-2025,1667.80,Metric Tonnes,4201.02,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,February-2025,6705.65,Metric Tonnes,1978.13,Rs./Quintal
Tamil Nadu,Vegetables,Onion,March-2025,2703.84,Metric Tonnes,3695.42,Rs./Quintal
Tamil Nadu,Vegetables,Potato,March-2025,1749.91,Metric Tonnes,3600.24,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,March-2025,7454.00,Metric Tonnes,1311.44,Rs./Quintal
Tamil Nadu,Vegetables,Onion,April-2025,2705.35,Metric Tonnes,2955.63,Rs./Quintal
Tamil Nadu,Vegetables,Potato,April-2025,1741.73,Metric Tonnes,3438.37,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,April-2025,7356.80,Metric Tonnes,1545.79,Rs./Quintal
Tamil Nadu,Vegetables,Onion,May-2025,2725.79,Metric Tonnes,2733.47,Rs./Quintal
Tamil Nadu,Vegetables,Potato,May-2025,1694.72,Metric Tonnes,3970.06,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,May-2025,7258.57,Metric Tonnes,1471.55,Rs./Quintal
Tamil Nadu,Vegetables,Onion,June-2025,2603.49,Metric Tonnes,3078.44,Rs./Quintal
Tamil Nadu,Vegetables,Potato,June-2025,1615.44,Metric Tonnes,4283.33,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,June-2025,6727.01,Metric Tonnes,2142.95,Rs./Quintal
Tamil Nadu,Vegetables,Onion,July-2025,2448.23,Metric Tonnes,3070.23,Rs./Quintal
Tamil Nadu,Vegetables,Potato,July-2025,1229.17,Metric Tonnes,4555.62,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,July-2025,5388.71,Metric Tonnes,3082.94,Rs./Quintal
Tamil Nadu,Vegetables,Onion,August-2025,2524.39,Metric Tonnes,3033.78,Rs./Quintal
Tamil Nadu,Vegetables,Potato,August-2025,470.68,Metric Tonnes,4103.48,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,August-2025,2692.13,Metric Tonnes,4160.52,Rs./Quintal
Tamil Nadu,Vegetables,Onion,September-2025,2702.70,Metric Tonnes,2893.91,Rs./Quintal
Tamil Nadu,Vegetables,Potato,September-2025,547.66,Metric Tonnes,3752.44,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,September-2025,3220.68,Metric Tonnes,2426.73,Rs./Quintal
Tamil Nadu,Vegetables,Onion,October-2025,2472.78,Metric Tonnes,2847.35,Rs./Quintal
Tamil Nadu,Vegetables,Potato,October-2025,559.55,Metric Tonnes,3976.58,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,October-2025,3042.85,Metric Tonnes,2636.91,Rs./Quintal
Tamil Nadu,Vegetables,Onion,November-2025,2832.27,Metric Tonnes,3010.35,Rs./Quintal
Tamil Nadu,Vegetables,Potato,November-2025,679.43,Metric Tonnes,4149.48,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,November-2025,3349.54,Metric Tonnes,3842.66,Rs./Quintal
Tamil Nadu,Vegetables,Onion,December-2025,2882.13,Metric Tonnes,3353.19,Rs./Quintal
Tamil Nadu,Vegetables,Potato,December-2025,740.54,Metric Tonnes,3823.28,Rs./Quintal
Tamil Nadu,Vegetables,Tomato,December-2025,3462.10,Metric Tonnes,4623.97,Rs./Quintal
Telangana,Vegetables,Onion,January-2023,50238.87,Metric Tonnes,1436.71,Rs./Quintal
Telangana,Vegetables,Potato,January-2023,13258.23,Metric Tonnes,1776.11,Rs./Quintal
Telangana,Vegetables,Tomato,January-2023,22797.34,Metric Tonnes,772.02,Rs./Quintal
Telangana,Vegetables,Onion,February-2023,44742.42,Metric Tonnes,1204.63,Rs./Quintal
Telangana,Vegetables,Potato,February-2023,15385.36,Metric Tonnes,1308.23,Rs./Quintal
Telangana,Vegetables,Tomato,February-2023,23909.84,Metric Tonnes,1233.86,Rs./Quintal
Telangana,Vegetables,Onion,March-2023,30607.14,Metric Tonnes,1068.31,Rs./Quintal
Telangana,Vegetables,Potato,March-2023,17130.63,Metric Tonnes,1172.94,Rs./Quintal
Telangana,Vegetables,Tomato,March-2023,22813.27,Metric Tonnes,1167.01,Rs./Quintal
Telangana,Vegetables,Onion,April-2023,119531.12,Metric Tonnes,910.62,Rs./Quintal
Telangana,Vegetables,Potato,April-2023,15557.42,Metric Tonnes,1407.72,Rs./Quintal
Telangana,Vegetables,Tomato,April-2023,24543.63,Metric Tonnes,682.02,Rs./Quintal
Telangana,Vegetables,Onion,May-2023,135459.51,Metric Tonnes,1009.92,Rs./Quintal
Telangana,Vegetables,Potato,May-2023,21924.71,Metric Tonnes,1415.27,Rs./Quintal
Telangana,Vegetables,Tomato,May-2023,27371.09,Metric Tonnes,953.16,Rs./Quintal
Telangana,Vegetables,Onion,June-2023,102780.00,Metric Tonnes,1201.55,Rs./Quintal
Telangana,Vegetables,Potato,June-2023,17342.68,Metric Tonnes,1536.99,Rs./Quintal
Telangana,Vegetables,Tomato,June-2023,18804.38,Metric Tonnes,2894.51,Rs./Quintal
Telangana,Vegetables,Onion,July-2023,103100.63,Metric Tonnes,1189.26,Rs./Quintal
Telangana,Vegetables,Potato,July-2023,19251.65,Metric Tonnes,1603.11,Rs./Quintal
Telangana,Vegetables,Tomato,July-2023,2259.23,Metric Tonnes,8321.63,Rs./Quintal
Telangana,Vegetables,Onion,August-2023,144748.97,Metric Tonnes,1601.86,Rs./Quintal
Telangana,Vegetables,Potato,August-2023,18821.84,Metric Tonnes,1484.50,Rs./Quintal
Telangana,Vegetables,Tomato,August-2023,14639.48,Metric Tonnes,2002.88,Rs./Quintal
Telangana,Vegetables,Onion,September-2023,93472.08,Metric Tonnes,1980.23,Rs./Quintal
Telangana,Vegetables,Potato,September-2023,18462.37,Metric Tonnes,1573.89,Rs./Quintal
Telangana,Vegetables,Tomato,September-2023,27942.67,Metric Tonnes,816.22,Rs./Quintal
Telangana,Vegetables,Onion,October-2023,93235.72,Metric Tonnes,2910.29,Rs./Quintal
Telangana,Vegetables,Potato,October-2023,19162.81,Metric Tonnes,1523.24,Rs./Quintal
Telangana,Vegetables,Tomato,October-2023,24462.39,Metric Tonnes,939.27,Rs./Quintal
Telangana,Vegetables,Onion,November-2023,69337.12,Metric Tonnes,3711.38,Rs./Quintal
Telangana,Vegetables,Potato,November-2023,16605.41,Metric Tonnes,1540.03,Rs./Quintal
Telangana,Vegetables,Tomato,November-2023,16754.42,Metric Tonnes,1615.56,Rs./Quintal
Telangana,Vegetables,Onion,December-2023,37122.82,Metric Tonnes,2425.15,Rs./Quintal
Telangana,Vegetables,Potato,December-2023,17460.09,Metric Tonnes,1551.53,Rs./Quintal
Telangana,Vegetables,Tomato,December-2023,13853.98,Metric Tonnes,1270.67,Rs./Quintal
Telangana,Vegetables,Onion,January-2024,35866.50,Metric Tonnes,1692.72,Rs./Quintal
Telangana,Vegetables,Potato,January-2024,13877.06,Metric Tonnes,1545.42,Rs./Quintal
Telangana,Vegetables,Tomato,January-2024,12076.47,Metric Tonnes,1250.82,Rs./Quintal
Telangana,Vegetables,Onion,February-2024,28353.10,Metric Tonnes,1539.96,Rs./Quintal
Telangana,Vegetables,Potato,February-2024,15190.07,Metric Tonnes,1532.02,Rs./Quintal
Telangana,Vegetables,Tomato,February-2024,13951.28,Metric Tonnes,1072.39,Rs./Quintal
Telangana,Vegetables,Onion,March-2024,25865.60,Metric Tonnes,1768.25,Rs./Quintal
Telangana,Vegetables,Potato,March-2024,15885.96,Metric Tonnes,1793.61,Rs./Quintal
Telangana,Vegetables,Tomato,March-2024,14098.33,Metric Tonnes,731.51,Rs./Quintal
Telangana,Vegetables,Onion,April-2024,22646.92,Metric Tonnes,1335.26,Rs./Quintal
Telangana,Vegetables,Potato,April-2024,15492.58,Metric Tonnes,2283.14,Rs./Quintal
Telangana,Vegetables,Tomato,April-2024,14014.46,Metric Tonnes,1176.16,Rs./Quintal
Telangana,Vegetables,Onion,May-2024,25803.58,Metric Tonnes,1453.83,Rs./Quintal
Telangana,Vegetables,Potato,May-2024,15665.49,Metric Tonnes,2248.75,Rs./Quintal
Telangana,Vegetables,Tomato,May-2024,22395.21,Metric Tonnes,1728.37,Rs./Quintal
Telangana,Vegetables,Onion,June-2024,24195.14,Metric Tonnes,2067.67,Rs./Quintal
Telangana,Vegetables,Potato,June-2024,16038.38,Metric Tonnes,2560.45,Rs./Quintal
Telangana,Vegetables,Tomato,June-2024,21358.91,Metric Tonnes,3668.24,Rs./Quintal
Telangana,Vegetables,Onion,July-2024,23233.17,Metric Tonnes,2253.28,Rs./Quintal
Telangana,Vegetables,Potato,July-2024,15743.25,Metric Tonnes,2815.99,Rs./Quintal
Telangana,Vegetables,Tomato,July-2024,21099.37,Metric Tonnes,3587.41,Rs./Quintal
Telangana,Vegetables,Onion,August-2024,15199.38,Metric Tonnes,2558.18,Rs./Quintal
Telangana,Vegetables,Potato,August-2024,14625.28,Metric Tonnes,2717.03,Rs./Quintal
Telangana,Vegetables,Tomato,August-2024,22292.01,Metric Tonnes,1267.05,Rs./Quintal
Telangana,Vegetables,Onion,September-2024,29607.36,Metric Tonnes,3224.96,Rs./Quintal
Telangana,Vegetables,Potato,September-2024,16372.22,Metric Tonnes,2795.97,Rs./Quintal
Telangana,Vegetables,Tomato,September-2024,21550.22,Metric Tonnes,1987.83,Rs./Quintal
Telangana,Vegetables,Onion,October-2024,42457.70,Metric Tonnes,3261.96,Rs./Quintal
Telangana,Vegetables,Potato,October-2024,18987.24,Metric Tonnes,2697.51,Rs./Quintal
Telangana,Vegetables,Tomato,October-2024,22020.25,Metric Tonnes,2998.09,Rs./Quintal
Telangana,Vegetables,Onion,November-2024,36323.01,Metric Tonnes,3345.25,Rs./Quintal
Telangana,Vegetables,Potato,November-2024,15458.74,Metric Tonnes,2688.02,Rs./Quintal
Telangana,Vegetables,Tomato,November-2024,19821.49,Metric Tonnes,2157.67,Rs./Quintal
Telangana,Vegetables,Onion,December-2024,23713.10,Metric Tonnes,2637.48,Rs./Quintal
Telangana,Vegetables,Potato,December-2024,18622.40,Metric Tonnes,2210.90,Rs./Quintal
Telangana,Vegetables,Tomato,December-2024,19009.85,Metric Tonnes,1241.22,Rs./Quintal
Telangana,Vegetables,Onion,January-2025,28464.10,Metric Tonnes,2465.22,Rs./Quintal
Telangana,Vegetables,Potato,January-2025,14984.13,Metric Tonnes,1746.95,Rs./Quintal
Telangana,Vegetables,Tomato,January-2025,14632.87,Metric Tonnes,709.75,Rs./Quintal
Telangana,Vegetables,Onion,February-2025,24121.00,Metric Tonnes,2272.83,Rs./Quintal
Telangana,Vegetables,Potato,February-2025,11801.28,Metric Tonnes,1509.99,Rs./Quintal
Telangana,Vegetables,Tomato,February-2025,13981.91,Metric Tonnes,656.04,Rs./Quintal
Telangana,Vegetables,Onion,March-2025,29064.05,Metric Tonnes,1709.35,Rs./Quintal
Telangana,Vegetables,Potato,March-2025,15166.43,Metric Tonnes,1609.83,Rs./Quintal
Telangana,Vegetables,Tomato,March-2025,19647.60,Metric Tonnes,714.35,Rs./Quintal
Telangana,Vegetables,Onion,April-2025,32290.15,Metric Tonnes,1168.67,Rs./Quintal
Telangana,Vegetables,Potato,April-2025,15775.34,Metric Tonnes,1834.34,Rs./Quintal
Telangana,Vegetables,Tomato,April-2025,20486.69,Metric Tonnes,870.28,Rs./Quintal
Telangana,Vegetables,Onion,May-2025,29308.93,Metric Tonnes,1128.72,Rs./Quintal
Telangana,Vegetables,Potato,May-2025,16058.18,Metric Tonnes,1807.80,Rs./Quintal
Telangana,Vegetables,Tomato,May-2025,25561.24,Metric Tonnes,927.92,Rs./Quintal
Telangana,Vegetables,Onion,June-2025,25538.05,Metric Tonnes,1318.21,Rs./Quintal
Telangana,Vegetables,Potato,June-2025,6524.34,Metric Tonnes,1719.08,Rs./Quintal
Telangana,Vegetables,Tomato,June-2025,17858.14,Metric Tonnes,1424.26,Rs./Quintal
Telangana,Vegetables,Onion,July-2025,26549.20,Metric Tonnes,1261.54,Rs./Quintal
Telangana,Vegetables,Potato,July-2025,5201.81,Metric Tonnes,1636.73,Rs./Quintal
Telangana,Vegetables,Tomato,July-2025,15016.38,Metric Tonnes,1983.51,Rs./Quintal
Telangana,Vegetables,Onion,August-2025,30703.60,Metric Tonnes,1278.26,Rs./Quintal
Telangana,Vegetables,Potato,August-2025,15849.89,Metric Tonnes,1671.77,Rs./Quintal
Telangana,Vegetables,Tomato,August-2025,21468.97,Metric Tonnes,2384.07,Rs./Quintal
Telangana,Vegetables,Onion,September-2025,27868.10,Metric Tonnes,1202.52,Rs./Quintal
Telangana,Vegetables,Potato,September-2025,16751.49,Metric Tonnes,1667.25,Rs./Quintal
Telangana,Vegetables,Tomato,September-2025,18217.36,Metric Tonnes,1379.78,Rs./Quintal
Telangana,Vegetables,Onion,October-2025,30273.30,Metric Tonnes,1244.48,Rs./Quintal
Telangana,Vegetables,Potato,October-2025,15972.75,Metric Tonnes,1703.28,Rs./Quintal
Telangana,Vegetables,Tomato,October-2025,19446.50,Metric Tonnes,1428.40,Rs./Quintal
Telangana,Vegetables,Onion,November-2025,29107.50,Metric Tonnes,1423.93,Rs./Quintal
Telangana,Vegetables,Potato,November-2025,24267.78,Metric Tonnes,1769.92,Rs./Quintal
Telangana,Vegetables,Tomato,November-2025,22727.82,Metric Tonnes,2069.79,Rs./Quintal
Telangana,Vegetables,Onion,December-2025,29777.24,Metric Tonnes,1570.19,Rs./Quintal
Telangana,Vegetables,Potato,December-2025,19624.45,Metric Tonnes,1543.40,Rs./Quintal
Telangana,Vegetables,Tomato,December-2025,12304.42,Metric Tonnes,2149.21,Rs./Quintal
Tripura,Vegetables,Onion,January-2023,148.48,Metric Tonnes,3069.78,Rs./Quintal
Tripura,Vegetables,Potato,January-2023,827.06,Metric Tonnes,1838.49,Rs./Quintal
Tripura,Vegetables,Tomato,January-2023,159.95,Metric Tonnes,3118.20,Rs./Quintal
Tripura,Vegetables,Onion,February-2023,104.09,Metric Tonnes,2397.49,Rs./Quintal
Tripura,Vegetables,Potato,February-2023,567.28,Metric Tonnes,1379.55,Rs./Quintal
Tripura,Vegetables,Tomato,February-2023,137.27,Metric Tonnes,2140.14,Rs./Quintal
Tripura,Vegetables,Onion,March-2023,245.80,Metric Tonnes,1967.05,Rs./Quintal
Tripura,Vegetables,Potato,March-2023,1114.06,Metric Tonnes,1294.47,Rs./Quintal
Tripura,Vegetables,Tomato,March-2023,290.46,Metric Tonnes,1264.32,Rs./Quintal
Tripura,Vegetables,Onion,April-2023,235.62,Metric Tonnes,1904.96,Rs./Quintal
Tripura,Vegetables,Potato,April-2023,860.34,Metric Tonnes,1603.59,Rs./Quintal
Tripura,Vegetables,Tomato,April-2023,203.92,Metric Tonnes,2046.18,Rs./Quintal
Tripura,Vegetables,Onion,May-2023,416.66,Metric Tonnes,2350.99,Rs./Quintal
Tripura,Vegetables,Potato,May-2023,1066.80,Metric Tonnes,2047.86,Rs./Quintal
Tripura,Vegetables,Tomato,May-2023,153.29,Metric Tonnes,3362.82,Rs./Quintal
Tripura,Vegetables,Onion,June-2023,449.42,Metric Tonnes,2589.90,Rs./Quintal
Tripura,Vegetables,Potato,June-2023,1093.92,Metric Tonnes,2229.22,Rs./Quintal
Tripura,Vegetables,Tomato,June-2023,112.75,Metric Tonnes,4505.88,Rs./Quintal
Tripura,Vegetables,Onion,July-2023,471.80,Metric Tonnes,2684.87,Rs./Quintal
Tripura,Vegetables,Potato,July-2023,1116.23,Metric Tonnes,2458.92,Rs./Quintal
