plot_id,farmer_id,region_id,area_ha,soil_group,soil_suitability_class,drainage_class,irrigation_access,available_water_m3,previous_crop,rotation_group,flood_exposure,drought_exposure,waterlogging_exposure,hazard_zone,active_season,synthetic_seed,synthetic
F0325-P01,F0325,R4,4.138,red,S1,well,rainfed,4330.7,pigeon_pea,legume,none,low,moderate,R4-HZ1,kharif,1637768368,True
F0325-P02,F0325,R4,1.164,sandy,S1,well,rainfed,1371.5,groundnut,legume,none,moderate,moderate,R4-HZ2,kharif,1007118572,True
F0325-P03,F0325,R4,1.913,red,S2,moderate,rainfed,2053.1,cotton,fibre,none,moderate,none,R4-HZ3,kharif,1631882599,True
F0326-P01,F0326,R1,2.137,sandy,S1,moderate,rainfed,3510.9,groundnut,legume,high,low,moderate,R1-HZ1,kharif,982360608,True
F0326-P02,F0326,R1,0.11,alluvial,N,well,canal,731.5,groundnut,legume,low,moderate,low,R1-HZ2,kharif,1030584905,True
F0327-P01,F0327,R2,0.311,black,S3,well,rainfed,284.8,maize,cereal,low,moderate,low,R2-HZ1,kharif,860248678,True
F0328-P01,F0328,R2,0.455,black,S2,moderate,rainfed,527.5,pigeon_pea,legume,none,moderate,moderate,R2-HZ1,kharif,1073102512,True
F0328-P02,F0328,R2,2.736,black,S3,well,tubewell,10140.7,pigeon_pea,legume,moderate,moderate,moderate,R2-HZ2,kharif,1353382293,True
F0328-P03,F0328,R2,4.033,black,N,moderate,rainfed,3713.0,cotton,fibre,low,high,none,R2-HZ3,kharif,753476688,True
F0328-P04,F0328,R2,2.257,black,S1,well,tubewell,8401.4,cotton,fibre,low,low,low,R2-HZ1,kharif,226828560,True
F0329-P01,F0329,R1,0.481,alluvial,S3,well,canal,2549.2,cotton,fibre,none,moderate,low,R1-HZ1,kharif,832689913,True
F0329-P02,F0329,R1,0.424,sandy,S2,moderate,rainfed,639.7,groundnut,legume,moderate,low,low,R1-HZ2,kharif,1060537551,True
F0330-P01,F0330,R3,1.144,laterite,S3,well,rainfed,2537.3,,,moderate,moderate,none,R3-HZ1,kharif,1172133366,True
F0330-P02,F0330,R3,1.553,laterite,S2,well,canal,10503.6,rice,cereal,high,moderate,none,R3-HZ2,kharif,1691855268,True
F0331-P01,F0331,R1,0.529,alluvial,S1,moderate,rainfed,786.8,rice,cereal,high,none,low,R1-HZ1,kharif,1294821167,True
F0331-P02,F0331,R1,0.275,alluvial,S3,moderate,rainfed,355.3,maize,cereal,none,moderate,none,R1-HZ2,kharif,1822191555,True
F0332-P01,F0332,R2,0.583,red,S2,well,rainfed,600.4,cotton,fibre,low,low,low,R2-HZ1,kharif,587584133,True
F0333-P01,F0333,R2,0.429,black,S1,moderate,rainfed,498.8,rice,cereal,high,moderate,moderate,R2-HZ1,kharif,1317861478,True
F0334-P01,F0334,R1,0.148,sandy,S2,moderate,rainfed,211.6,pigeon_pea,legume,none,high,low,R1-HZ1,kharif,186312185,True
F0334-P02,F0334,R1,0.271,alluvial,S2,well,canal,1415.8,,,none,none,moderate,R1-HZ2,kharif,1217820024,True
F0335-P01,F0335,R3,0.28,alluvial,S2,well,tubewell,1637.3,rice,cereal,moderate,low,none,R3-HZ1,kharif,797539762,True
F0336-P01,F0336,R3,4.781,alluvial,N,poor,tubewell,33502.8,pigeon_pea,legume,none,none,moderate,R3-HZ1,kharif,1915592660,True
F0336-P02,F0336,R3,1.533,alluvial,S1,moderate,rainfed,2579.5,pigeon_pea,legume,moderate,low,moderate,R3-HZ2,kharif,735134209,True
F0336-P03,F0336,R3,3.18,alluvial,S3,well,rainfed,5942.0,rice,cereal,low,none,none,R3-HZ3,kharif,461208556,True
F0337-P01,F0337,R3,0.23,alluvial,S2,well,rainfed,469.8,rice,cereal,low,low,low,R3-HZ1,kharif,1602890905,True
F0337-P02,F0337,R3,0.149,alluvial,S2,well,tubewell,854.7,rice,cereal,low,none,low,R3-HZ2,kharif,1482707073,True
F0338-P01,F0338,R1,0.328,alluvial,S1,well,tubewell,1863.2,maize,cereal,moderate,none,none,R1-HZ1,kharif,1858507307,True
F0338-P02,F0338,R1,0.647,sandy,S1,well,rainfed,850.3,maize,cereal,none,moderate,low,R1-HZ2,kharif,1865423507,True
F0339-P01,F0339,R2,0.132,black,S1,well,tubewell,474.9,pigeon_pea,legume,moderate,moderate,moderate,R2-HZ1,kharif,1775220297,True
F0339-P02,F0339,R2,0.381,red,S2,well,canal,1641.1,maize,cereal,moderate,moderate,low,R2-HZ2,kharif,946934486,True
F0340-P01,F0340,R3,0.557,alluvial,S2,moderate,canal,3826.8,maize,cereal,low,low,low,R3-HZ1,kharif,101103820,True
F0341-P01,F0341,R3,8.529,laterite,S3,well,tubewell,56031.7,maize,cereal,high,none,low,R3-HZ1,kharif,819482801,True
F0341-P02,F0341,R3,0.434,alluvial,S1,well,tubewell,2657.9,maize,cereal,low,low,low,R3-HZ2,kharif,1173892743,True
F0342-P01,F0342,R5,0.535,red,S2,moderate,tubewell,2370.4,,,low,low,moderate,R5-HZ1,kharif,802969920,True
F0343-P01,F0343,R4,0.488,red,S2,well,rainfed,444.6,cotton,fibre,moderate,moderate,moderate,R4-HZ1,kharif,523534494,True
F0344-P01,F0344,R3,1.179,alluvial,N,well,canal,9273.4,groundnut,legume,moderate,none,none,R3-HZ1,kharif,327091717,True
F0345-P01,F0345,R2,5.774,black,S2,well,canal,22219.6,maize,cereal,low,moderate,moderate,R2-HZ1,kharif,1733337135,True
F0345-P02,F0345,R2,2.326,red,S2,moderate,rainfed,2143.7,cotton,fibre,none,low,low,R2-HZ2,kharif,663008459,True
F0346-P01,F0346,R1,0.75,alluvial,S3,moderate,tubewell,4046.9,,,high,high,moderate,R1-HZ1,kharif,1420084355,True
F0347-P01,F0347,R3,0.706,laterite,S2,moderate,canal,5516.8,rice,cereal,moderate,none,moderate,R3-HZ1,kharif,952112785,True
F0348-P01,F0348,R3,0.382,alluvial,S3,moderate,tubewell,2815.2,,,low,low,low,R3-HZ1,kharif,397933530,True
F0349-P01,F0349,R4,0.226,sandy,S2,well,canal,882.2,maize,cereal,none,high,none,R4-HZ1,kharif,1904004618,True
F0349-P02,F0349,R4,0.287,sandy,S2,well,rainfed,345.7,rice,cereal,high,low,moderate,R4-HZ2,kharif,86703991,True
F0350-P01,F0350,R3,0.279,alluvial,S1,poor,canal,2299.7,rice,cereal,high,moderate,none,R3-HZ1,kharif,394347646,True
F0350-P02,F0350,R3,0.26,laterite,S1,well,tubewell,1886.0,,,low,low,none,R3-HZ2,kharif,1887418005,True
F0351-P01,F0351,R3,0.363,alluvial,S3,well,canal,2978.4,cotton,fibre,none,low,low,R3-HZ1,kharif,1511199135,True
F0351-P02,F0351,R3,0.448,alluvial,S2,well,canal,3363.2,,,high,none,none,R3-HZ2,kharif,1721281459,True
F0352-P01,F0352,R2,0.31,red,S2,well,tubewell,1144.6,,,moderate,low,none,R2-HZ1,kharif,953486327,True
F0353-P01,F0353,R4,0.866,sandy,S3,well,rainfed,998.1,,,moderate,high,low,R4-HZ1,kharif,59946442,True
F0354-P01,F0354,R5,7.071,red,S1,moderate,tubewell,39871.5,rice,cereal,none,moderate,none,R5-HZ1,kharif,1994566628,True
F0354-P02,F0354,R5,2.105,laterite,S3,well,rainfed,2868.7,cotton,fibre,low,high,low,R5-HZ2,kharif,1214282959,True
F0355-P01,F0355,R3,1.041,alluvial,S3,poor,tubewell,6547.1,cotton,fibre,moderate,low,high,R3-HZ1,kharif,1830652701,True
F0355-P02,F0355,R3,0.511,alluvial,S2,well,canal,4241.0,,,high,none,low,R3-HZ2,kharif,1939958604,True
F0356-P01,F0356,R1,0.95,sandy,S1,moderate,tubewell,5375.9,cotton,fibre,moderate,none,low,R1-HZ1,kharif,1062468371,True
F0356-P02,F0356,R1,0.079,sandy,S2,moderate,tubewell,440.1,cotton,fibre,none,none,moderate,R1-HZ2,kharif,733645396,True
F0356-P03,F0356,R1,0.617,sandy,N,moderate,tubewell,3507.1,cotton,fibre,high,none,low,R1-HZ3,kharif,988830738,True
F0357-P01,F0357,R5,1.671,laterite,S2,poor,canal,9005.5,cotton,fibre,moderate,none,high,R5-HZ1,kharif,1299012488,True
F0358-P01,F0358,R5,0.219,laterite,S2,well,rainfed,376.7,rice,cereal,high,none,none,R5-HZ1,kharif,263112329,True
F0358-P02,F0358,R5,0.111,red,S2,well,canal,735.4,,,moderate,low,low,R5-HZ2,kharif,1021057139,True
F0359-P01,F0359,R5,0.942,laterite,S1,moderate,canal,5994.2,rice,cereal,none,none,low,R5-HZ1,kharif,1382920475,True
F0360-P01,F0360,R4,0.306,red,N,well,rainfed,357.1,maize,cereal,none,none,low,R4-HZ1,kharif,317503821,True
F0361-P01,F0361,R4,0.508,red,S1,moderate,rainfed,535.0,maize,cereal,low,low,low,R4-HZ1,kharif,1614064455,True
F0362-P01,F0362,R2,0.595,red,S1,well,canal,2584.7,pigeon_pea,legume,none,none,moderate,R2-HZ1,kharif,1297206270,True
F0363-P01,F0363,R3,1.026,laterite,S1,well,tubewell,6783.0,pigeon_pea,legume,high,low,low,R3-HZ1,kharif,1595558541,True
F0364-P01,F0364,R4,0.914,red,S2,well,rainfed,1050.7,maize,cereal,none,low,none,R4-HZ1,kharif,1549202740,True
F0365-P01,F0365,R2,0.504,red,S2,poor,tubewell,1705.4,pigeon_pea,legume,low,low,high,R2-HZ1,kharif,1000870483,True
F0365-P02,F0365,R2,0.453,red,S2,well,tubewell,1615.4,,,low,low,none,R2-HZ2,kharif,1920308643,True
F0365-P03,F0365,R2,0.049,black,S3,well,tubewell,188.9,pigeon_pea,legume,none,moderate,moderate,R2-HZ3,kharif,1343688415,True
F0366-P01,F0366,R1,0.714,alluvial,N,moderate,tubewell,4056.1,cotton,fibre,none,none,low,R1-HZ1,kharif,480235615,True
F0366-P02,F0366,R1,0.223,alluvial,S2,well,canal,1484.4,pigeon_pea,legume,low,low,none,R1-HZ2,kharif,1035809163,True
F0367-P01,F0367,R5,0.276,red,S1,well,canal,1599.3,,,high,moderate,low,R5-HZ1,kharif,419489812,True
F0367-P02,F0367,R5,0.782,red,S3,well,tubewell,3531.1,rice,cereal,low,moderate,none,R5-HZ2,kharif,1050767182,True
F0368-P01,F0368,R5,0.366,red,S2,well,canal,2180.8,groundnut,legume,high,none,moderate,R5-HZ1,kharif,547852368,True
F0369-P01,F0369,R4,2.024,red,S1,moderate,rainfed,2069.1,,,low,high,none,R4-HZ1,kharif,1200122315,True
F0369-P02,F0369,R4,3.942,red,S2,well,tubewell,15845.3,rice,cereal,low,low,moderate,R4-HZ2,kharif,977460151,True
F0370-P01,F0370,R5,0.764,red,S2,moderate,rainfed,1168.8,rice,cereal,none,moderate,none,R5-HZ1,kharif,142957777,True
F0371-P01,F0371,R1,0.209,sandy,S3,well,canal,1324.1,rice,cereal,none,none,moderate,R1-HZ1,kharif,1260469689,True
F0371-P02,F0371,R1,1.251,alluvial,S3,well,tubewell,5726.1,maize,cereal,none,low,moderate,R1-HZ2,kharif,1703227767,True
F0371-P03,F0371,R1,1.523,alluvial,S3,well,canal,9295.3,,,moderate,low,moderate,R1-HZ3,kharif,376903764,True
F0371-P04,F0371,R1,1.348,sandy,S1,poor,tubewell,6686.2,maize,cereal,none,low,none,R1-HZ1,kharif,1813010143,True
F0372-P01,F0372,R2,3.343,black,S1,moderate,tubewell,11944.6,maize,cereal,high,high,low,R2-HZ1,kharif,1119209565,True
F0372-P02,F0372,R2,7.78,red,S3,poor,tubewell,29528.2,groundnut,legume,none,moderate,high,R2-HZ2,kharif,615490783,True
F0372-P03,F0372,R2,0.674,red,S1,moderate,tubewell,2306.6,,,low,none,low,R2-HZ3,kharif,240909670,True
F0372-P04,F0372,R2,1.067,black,S2,well,rainfed,1114.9,maize,cereal,low,low,none,R2-HZ1,kharif,1915645479,True
F0373-P01,F0373,R4,1.173,red,S1,well,rainfed,1185.1,maize,cereal,none,moderate,none,R4-HZ1,kharif,862623790,True
F0373-P02,F0373,R4,2.454,red,S1,well,rainfed,2584.5,groundnut,legume,moderate,low,low,R4-HZ2,kharif,1658913908,True
F0374-P01,F0374,R1,1.184,alluvial,S2,well,canal,6470.6,cotton,fibre,moderate,low,moderate,R1-HZ1,kharif,504057784,True
F0374-P02,F0374,R1,2.691,alluvial,S1,poor,canal,16533.5,pigeon_pea,legume,none,none,high,R1-HZ2,kharif,528414303,True
F0374-P03,F0374,R1,3.207,sandy,S3,well,rainfed,4100.7,rice,cereal,none,none,moderate,R1-HZ3,kharif,140639047,True
F0374-P04,F0374,R1,1.244,alluvial,S2,well,canal,7429.9,cotton,fibre,moderate,moderate,low,R1-HZ1,kharif,1045749,True
F0375-P01,F0375,R1,0.992,sandy,S2,moderate,rainfed,1414.4,rice,cereal,none,none,moderate,R1-HZ1,kharif,208115394,True
F0375-P02,F0375,R1,0.841,sandy,S3,moderate,canal,4425.2,cotton,fibre,high,none,none,R1-HZ2,kharif,1683290148,True
F0375-P03,F0375,R1,0.322,sandy,S2,well,tubewell,1794.2,pigeon_pea,legume,none,low,none,R1-HZ3,kharif,1243704461,True
F0376-P01,F0376,R1,1.973,sandy,S2,well,rainfed,3073.9,pigeon_pea,legume,none,moderate,none,R1-HZ1,kharif,1201413549,True
F0376-P02,F0376,R1,0.71,sandy,S3,well,canal,4099.9,,,none,none,moderate,R1-HZ2,kharif,916154609,True
F0377-P01,F0377,R3,0.267,laterite,S2,well,tubewell,1572.3,,,low,low,moderate,R3-HZ1,kharif,185236205,True
F0377-P02,F0377,R3,0.098,laterite,S1,moderate,tubewell,730.7,rice,cereal,none,low,moderate,R3-HZ2,kharif,202230466,True
F0378-P01,F0378,R4,0.185,sandy,S3,well,rainfed,184.6,rice,cereal,low,high,low,R4-HZ1,kharif,1841482512,True
F0378-P02,F0378,R4,0.465,sandy,S1,moderate,canal,2219.7,,,none,moderate,low,R4-HZ2,kharif,635597782,True
F0379-P01,F0379,R5,0.069,laterite,S2,moderate,rainfed,90.8,pigeon_pea,legume,low,low,none,R5-HZ1,kharif,1457641194,True
F0379-P02,F0379,R5,0.353,red,S2,moderate,tubewell,1900.8,rice,cereal,none,none,moderate,R5-HZ2,kharif,1071615193,True
F0380-P01,F0380,R1,0.899,alluvial,S1,poor,tubewell,4525.9,maize,cereal,moderate,moderate,high,R1-HZ1,kharif,1518358501,True
F0381-P01,F0381,R5,0.239,red,S3,well,tubewell,1239.9,groundnut,legume,none,none,low,R5-HZ1,kharif,1215948710,True
F0382-P01,F0382,R2,0.497,black,S3,well,canal,2327.3,rice,cereal,none,moderate,moderate,R2-HZ1,kharif,431273840,True
F0382-P02,F0382,R2,0.271,black,S2,moderate,rainfed,325.5,pigeon_pea,legume,none,moderate,low,R2-HZ2,kharif,471445225,True
F0382-P03,F0382,R2,0.275,red,S3,moderate,rainfed,312.4,rice,cereal,low,high,moderate,R2-HZ3,kharif,381783539,True
F0383-P01,F0383,R4,0.992,red,S1,well,tubewell,3901.5,,,none,moderate,low,R4-HZ1,kharif,1361680463,True
F0384-P01,F0384,R4,0.567,sandy,S1,well,tubewell,2144.3,,,low,moderate,moderate,R4-HZ1,kharif,1666784153,True
F0384-P02,F0384,R4,0.286,sandy,S2,poor,rainfed,258.0,groundnut,legume,high,low,high,R4-HZ2,kharif,1527439200,True
F0385-P01,F0385,R4,0.853,sandy,S2,well,rainfed,845.3,,,none,moderate,moderate,R4-HZ1,kharif,119258548,True
F0385-P02,F0385,R4,0.847,red,N,poor,tubewell,2741.4,cotton,fibre,none,moderate,high,R4-HZ2,kharif,110578062,True
F0385-P03,F0385,R4,0.24,sandy,S1,well,rainfed,285.7,cotton,fibre,moderate,high,low,R4-HZ3,kharif,280521314,True
F0386-P01,F0386,R2,0.325,black,S1,moderate,rainfed,370.1,groundnut,legume,none,high,none,R2-HZ1,kharif,1214317553,True
F0387-P01,F0387,R3,0.269,laterite,S2,moderate,rainfed,515.5,rice,cereal,low,low,low,R3-HZ1,kharif,1080739741,True
F0387-P02,F0387,R3,0.239,alluvial,S1,well,tubewell,1342.3,groundnut,legume,low,none,low,R3-HZ2,kharif,965167552,True
F0387-P03,F0387,R3,0.512,alluvial,S3,poor,tubewell,3392.1,maize,cereal,low,none,moderate,R3-HZ3,kharif,665962889,True
F0388-P01,F0388,R1,0.668,alluvial,S1,well,tubewell,3550.5,pigeon_pea,legume,moderate,none,none,R1-HZ1,kharif,1843783375,True
F0388-P02,F0388,R1,0.156,alluvial,S3,moderate,canal,910.2,cotton,fibre,none,none,moderate,R1-HZ2,kharif,288684241,True
F0389-P01,F0389,R4,0.677,red,S3,well,rainfed,789.5,pigeon_pea,legume,none,moderate,low,R4-HZ1,kharif,68545934,True
F0389-P02,F0389,R4,4.98,red,S3,well,rainfed,5658.5,cotton,fibre,low,high,low,R4-HZ2,kharif,705454552,True
F0390-P01,F0390,R2,0.83,red,S1,well,rainfed,908.3,cotton,fibre,moderate,moderate,low,R2-HZ1,kharif,1190827727,True
F0391-P01,F0391,R4,0.803,sandy,S2,poor,rainfed,869.3,pigeon_pea,legume,none,none,high,R4-HZ1,kharif,1331526054,True
F0392-P01,F0392,R1,0.463,sandy,S2,moderate,tubewell,2613.7,cotton,fibre,none,moderate,moderate,R1-HZ1,kharif,1173238881,True
F0393-P01,F0393,R2,0.089,black,S3,well,rainfed,101.8,groundnut,legume,high,none,moderate,R2-HZ1,kharif,545437732,True
F0393-P02,F0393,R2,0.664,red,S2,well,rainfed,778.5,pigeon_pea,legume,moderate,none,none,R2-HZ2,kharif,1070535146,True
F0393-P03,F0393,R2,1.054,red,S2,well,rainfed,1103.2,,,low,low,moderate,R2-HZ3,kharif,833661010,True
F0394-P01,F0394,R3,0.087,alluvial,S1,moderate,canal,585.5,maize,cereal,moderate,none,low,R3-HZ1,kharif,975281687,True
F0394-P02,F0394,R3,0.29,alluvial,S2,poor,rainfed,595.2,maize,cereal,low,none,moderate,R3-HZ2,kharif,1981093990,True
F0395-P01,F0395,R3,0.867,laterite,S3,well,rainfed,1519.2,rice,cereal,moderate,none,low,R3-HZ1,kharif,655136694,True
F0396-P01,F0396,R3,0.79,laterite,N,moderate,canal,5413.6,maize,cereal,high,high,low,R3-HZ1,kharif,1935308113,True
F0397-P01,F0397,R4,0.171,red,S2,well,rainfed,206.4,,,moderate,moderate,moderate,R4-HZ1,kharif,343638115,True
F0397-P02,F0397,R4,0.132,sandy,S1,well,rainfed,142.2,groundnut,legume,high,low,low,R4-HZ2,kharif,1826893026,True
F0398-P01,F0398,R5,0.946,laterite,S2,well,tubewell,4979.9,maize,cereal,none,none,moderate,R5-HZ1,kharif,716864434,True
F0398-P02,F0398,R5,0.422,red,S1,moderate,rainfed,708.4,maize,cereal,none,moderate,low,R5-HZ2,kharif,822494598,True
F0398-P03,F0398,R5,0.727,laterite,S1,well,rainfed,1002.8,cotton,fibre,none,none,none,R5-HZ3,kharif,916622646,True
F0399-P01,F0399,R1,0.437,sandy,S1,poor,tubewell,2018.5,,,moderate,moderate,moderate,R1-HZ1,kharif,1654869125,True
F0399-P02,F0399,R1,0.198,sandy,S2,poor,tubewell,897.9,rice,cereal,low,high,none,R1-HZ2,kharif,762162932,True
F0400-P01,F0400,R3,0.289,alluvial,S1,poor,canal,2213.6,groundnut,legume,none,none,none,R3-HZ1,kharif,1743771237,True
F0400-P02,F0400,R3,1.651,laterite,S2,well,tubewell,10119.5,pigeon_pea,legume,low,none,moderate,R3-HZ2,kharif,259294540,True
F0401-P01,F0401,R4,0.485,red,S1,moderate,tubewell,1742.1,cotton,fibre,none,moderate,low,R4-HZ1,kharif,9535075,True
F0401-P02,F0401,R4,2.767,red,S2,well,canal,10449.6,pigeon_pea,legume,moderate,none,moderate,R4-HZ2,kharif,552214577,True
F0402-P01,F0402,R2,0.552,black,S2,moderate,rainfed,601.7,groundnut,legume,moderate,none,moderate,R2-HZ1,kharif,1823067583,True
F0402-P02,F0402,R2,0.291,black,S1,well,rainfed,270.1,cotton,fibre,none,high,moderate,R2-HZ2,kharif,427734016,True
F0403-P01,F0403,R2,0.458,black,S1,well,tubewell,1523.7,cotton,fibre,none,high,low,R2-HZ1,kharif,319714560,True
F0404-P01,F0404,R3,0.648,alluvial,S2,moderate,canal,4454.5,rice,cereal,high,none,low,R3-HZ1,kharif,813991043,True
F0404-P02,F0404,R3,0.206,alluvial,S2,well,tubewell,1168.5,pigeon_pea,legume,none,none,none,R3-HZ2,kharif,421598633,True
F0405-P01,F0405,R1,0.092,alluvial,S2,moderate,tubewell,401.2,pigeon_pea,legume,moderate,moderate,low,R1-HZ1,kharif,31773973,True
F0405-P02,F0405,R1,1.691,alluvial,S1,well,canal,8673.9,pigeon_pea,legume,low,none,none,R1-HZ2,kharif,822608711,True
F0405-P03,F0405,R1,0.092,alluvial,S2,moderate,canal,600.6,maize,cereal,high,none,none,R1-HZ3,kharif,1823914785,True
F0406-P01,F0406,R3,0.216,alluvial,S2,moderate,canal,1533.1,cotton,fibre,low,low,moderate,R3-HZ1,kharif,1765771597,True
F0406-P02,F0406,R3,0.26,laterite,S1,poor,tubewell,1476.7,groundnut,legume,low,moderate,moderate,R3-HZ2,kharif,613052406,True
F0407-P01,F0407,R2,0.36,black,N,well,tubewell,1437.2,pigeon_pea,legume,none,none,moderate,R2-HZ1,kharif,1745177306,True
F0407-P02,F0407,R2,0.573,red,S2,moderate,rainfed,626.3,pigeon_pea,legume,none,none,none,R2-HZ2,kharif,1072161817,True
F0407-P03,F0407,R2,0.256,red,S2,well,rainfed,249.8,,,none,moderate,low,R2-HZ3,kharif,78872271,True
F0408-P01,F0408,R2,1.228,red,S3,well,tubewell,3904.3,groundnut,legume,none,low,low,R2-HZ1,kharif,804586382,True
F0408-P02,F0408,R2,1.023,red,S1,well,canal,4175.5,maize,cereal,none,low,moderate,R2-HZ2,kharif,1023906483,True
F0409-P01,F0409,R4,0.096,sandy,S1,moderate,tubewell,286.9,groundnut,legume,low,low,moderate,R4-HZ1,kharif,1685725300,True
F0409-P02,F0409,R4,0.495,red,S2,moderate,rainfed,507.0,groundnut,legume,none,high,low,R4-HZ2,kharif,1476312557,True
F0410-P01,F0410,R4,0.785,red,S2,moderate,rainfed,907.3,,,moderate,high,low,R4-HZ1,kharif,1904490528,True
F0410-P02,F0410,R4,0.193,red,S1,moderate,rainfed,184.9,groundnut,legume,low,none,none,R4-HZ2,kharif,1112363253,True
F0411-P01,F0411,R3,1.936,alluvial,N,well,tubewell,14293.6,maize,cereal,moderate,low,none,R3-HZ1,kharif,1520407109,True
F0412-P01,F0412,R2,0.132,black,S1,moderate,rainfed,121.0,,,moderate,high,moderate,R2-HZ1,kharif,319207213,True
F0412-P02,F0412,R2,0.122,red,S1,well,canal,505.8,pigeon_pea,legume,high,moderate,moderate,R2-HZ2,kharif,1399934921,True
F0413-P01,F0413,R3,0.754,laterite,S3,well,rainfed,1511.3,rice,cereal,low,none,low,R3-HZ1,kharif,685896706,True
F0413-P02,F0413,R3,0.612,alluvial,S1,well,rainfed,1308.7,,,none,low,low,R3-HZ2,kharif,1567591166,True
F0413-P03,F0413,R3,0.435,alluvial,S2,moderate,rainfed,974.8,pigeon_pea,legume,low,low,moderate,R3-HZ3,kharif,1855762182,True
F0414-P01,F0414,R2,1.171,red,S1,well,canal,5268.1,maize,cereal,moderate,low,moderate,R2-HZ1,kharif,1359073108,True
F0415-P01,F0415,R1,0.096,sandy,S1,well,tubewell,470.1,rice,cereal,high,low,none,R1-HZ1,kharif,88059987,True
F0415-P02,F0415,R1,1.127,sandy,S2,moderate,tubewell,5193.4,rice,cereal,none,low,none,R1-HZ2,kharif,86440817,True
F0415-P03,F0415,R1,0.771,alluvial,S1,poor,canal,5235.1,,,none,moderate,moderate,R1-HZ3,kharif,1076897114,True
F0416-P01,F0416,R1,1.227,alluvial,S3,moderate,rainfed,2050.5,pigeon_pea,legume,none,high,moderate,R1-HZ1,kharif,1096433746,True
F0417-P01,F0417,R2,0.464,red,S2,well,rainfed,542.3,,,none,moderate,moderate,R2-HZ1,kharif,1182376344,True
F0417-P02,F0417,R2,2.506,black,S2,moderate,tubewell,8428.7,,,high,high,moderate,R2-HZ2,kharif,328857797,True
F0418-P01,F0418,R3,0.382,alluvial,S1,moderate,canal,2581.1,,,high,none,none,R3-HZ1,kharif,680140095,True
F0418-P02,F0418,R3,0.385,laterite,S1,moderate,rainfed,732.3,pigeon_pea,legume,low,moderate,moderate,R3-HZ2,kharif,1065277138,True
F0419-P01,F0419,R4,3.109,red,S2,poor,tubewell,9347.7,groundnut,legume,none,moderate,low,R4-HZ1,kharif,1063319146,True
F0419-P02,F0419,R4,3.977,sandy,S3,well,rainfed,4554.4,maize,cereal,none,high,none,R4-HZ2,kharif,1101015006,True
F0420-P01,F0420,R2,0.908,red,S1,moderate,tubewell,3424.7,cotton,fibre,none,high,none,R2-HZ1,kharif,1028021805,True
F0420-P02,F0420,R2,0.047,black,S3,moderate,rainfed,46.5,maize,cereal,moderate,low,none,R2-HZ2,kharif,534689033,True
F0421-P01,F0421,R3,0.387,alluvial,S2,well,canal,2617.6,rice,cereal,high,none,low,R3-HZ1,kharif,397978173,True
F0422-P01,F0422,R2,0.867,red,S1,well,rainfed,1044.8,,,low,moderate,low,R2-HZ1,kharif,1417350812,True
F0423-P01,F0423,R5,1.727,red,S1,well,canal,9069.8,rice,cereal,high,low,low,R5-HZ1,kharif,1268645413,True
F0424-P01,F0424,R1,0.849,sandy,S3,well,tubewell,3957.5,groundnut,legume,none,moderate,moderate,R1-HZ1,kharif,550897248,True
F0424-P02,F0424,R1,0.044,sandy,S1,moderate,tubewell,211.1,,,low,low,low,R1-HZ2,kharif,1577406909,True
F0425-P01,F0425,R5,0.282,laterite,S2,well,tubewell,1278.9,rice,cereal,none,none,moderate,R5-HZ1,kharif,319479261,True
F0425-P02,F0425,R5,0.221,red,S2,well,rainfed,376.4,cotton,fibre,moderate,low,none,R5-HZ2,kharif,1085619816,True
F0426-P01,F0426,R1,0.757,sandy,S3,moderate,rainfed,1066.6,groundnut,legume,low,moderate,low,R1-HZ1,kharif,1867945567,True
F0427-P01,F0427,R4,0.513,red,S1,well,canal,2443.9,pigeon_pea,legume,none,moderate,moderate,R4-HZ1,kharif,826745098,True
F0427-P02,F0427,R4,0.43,sandy,S1,moderate,rainfed,457.7,cotton,fibre,none,none,none,R4-HZ2,kharif,1374573269,True
F0428-P01,F0428,R1,0.546,sandy,S2,poor,tubewell,3043.6,,,moderate,none,low,R1-HZ1,kharif,1000792571,True
F0428-P02,F0428,R1,1.685,sandy,S1,moderate,tubewell,8717.5,pigeon_pea,legume,none,none,moderate,R1-HZ2,kharif,398399674,True
F0428-P03,F0428,R1,0.207,sandy,S2,poor,tubewell,959.6,cotton,fibre,none,none,moderate,R1-HZ3,kharif,1275643422,True
F0428-P04,F0428,R1,1.901,sandy,S1,well,canal,10773.0,cotton,fibre,moderate,none,low,R1-HZ1,kharif,428841295,True
F0429-P01,F0429,R4,0.125,sandy,S3,poor,canal,463.2,cotton,fibre,high,moderate,low,R4-HZ1,kharif,1932042894,True
F0429-P02,F0429,R4,0.212,sandy,S2,moderate,rainfed,233.5,groundnut,legume,none,low,moderate,R4-HZ2,kharif,1106497219,True
F0430-P01,F0430,R1,1.762,alluvial,S2,well,tubewell,8192.8,pigeon_pea,legume,low,high,moderate,R1-HZ1,kharif,1929944543,True
F0431-P01,F0431,R1,0.374,sandy,S1,well,canal,2304.4,pigeon_pea,legume,low,none,low,R1-HZ1,kharif,1470737838,True
F0431-P02,F0431,R1,1.05,alluvial,S1,moderate,tubewell,4553.6,rice,cereal,low,high,moderate,R1-HZ2,kharif,178938528,True
F0431-P03,F0431,R1,5.575,alluvial,S2,well,rainfed,9456.3,groundnut,legume,none,moderate,low,R1-HZ3,kharif,1907535636,True
